No.,Word,Pinyin,POS,Topic,Definition,HSK Level
704,发展,fāzhǎn,动词,科技与环境,to develop; development,HSK 2.0 Level 4
705,法律,fǎlǜ,名词,职场与教育,law,HSK 2.0 Level 4
706,翻译,fānyì,动词,职场与教育,to translate; to interpret; translator,HSK 2.0 Level 4
707,烦恼,fánnǎo,形容词,日常生活与情感,worried; annoyed; vexed,HSK 2.0 Level 4
708,反对,fǎnduì,动词,人际交往,to oppose; to object,HSK 2.0 Level 4
709,反映,fǎnyìng,动词,日常生活与情感,to reflect; to mirror,HSK 2.0 Level 4
710,范围,fànwéi,名词,语法功能词,scope; range; limits,HSK 2.0 Level 4
711,方法,fāngfǎ,名词,职场与教育,method; way,HSK 2.0 Level 4
712,方面,fāngmiàn,名词,语法功能词,aspect; side; field,HSK 2.0 Level 4
713,方向,fāngxiàng,名词,旅行与交通,direction; orientation,HSK 2.0 Level 4
714,访问,fǎngwèn,动词,人际交往,to visit; to interview,HSK 2.0 Level 4
715,放弃,fàngqì,动词,日常生活与情感,to give up; to abandon,HSK 2.0 Level 4
716,放暑假,fàng shǔjià,动词,职场与教育,to have summer vacation,HSK 2.0 Level 4
717,…分之…,fēnzhī,数词,语法功能词,fraction; percent,HSK 2.0 Level 4
718,份,fèn,量词,语法功能词,"measure word for publications, reports, or portions",HSK 2.0 Level 4
719,丰富,fēngfù,形容词,日常生活与情感,abundant; rich; plentiful,HSK 2.0 Level 4
720,风景,fēngjǐng,名词,旅行与交通,scenery; landscape,HSK 2.0 Level 4
721,否则,fǒuzé,连词,语法功能词,otherwise; or else,HSK 2.0 Level 4
722,符合,fúhé,动词,语法功能词,to accord with; to conform to,HSK 2.0 Level 4
723,富,fù,形容词,消费与休闲,rich; wealthy,HSK 2.0 Level 4
724,父亲,fùqīn,名词,日常生活与情感,father,HSK 2.0 Level 4
725,复印,fùyìn,动词,职场与教育,to photocopy; to duplicate,HSK 2.0 Level 4
726,复杂,fùzá,形容词,日常生活与情感,complex; complicated,HSK 2.0 Level 4
727,负责,fùzé,动词,职场与教育,to be responsible for; in charge,HSK 2.0 Level 4
728,改变,gǎibiàn,动词,日常生活与情感,to change; to alter,HSK 2.0 Level 4
729,干杯,gānbēi,动词,日常生活与情感,to drink a toast; cheers,HSK 2.0 Level 4
730,干燥,gānzào,形容词,科技与环境,dry; arid,HSK 2.0 Level 4
731,感动,gǎndòng,动词,日常生活与情感,to move (emotionally); touched,HSK 2.0 Level 4
732,感觉,gǎnjué,动词,日常生活与情感,to feel; feeling; perception,HSK 2.0 Level 4
733,感情,gǎnqíng,名词,日常生活与情感,emotion; feeling; affection,HSK 2.0 Level 4
734,感谢,gǎnxiè,动词,人际交往,to thank; to be grateful,HSK 2.0 Level 4
735,干,gàn,动词,职场与教育,to do; to work,HSK 2.0 Level 4
736,刚刚,gānggāng,副词,语法功能词,just; just now,HSK 2.0 Level 4
737,高级,gāojí,形容词,消费与休闲,high-class; advanced,HSK 2.0 Level 4
738,各,gè,代词,语法功能词,each; every; various,HSK 2.0 Level 4
739,个子,gèzi,名词,日常生活与情感,height; stature,HSK 2.0 Level 4
740,公里,gōnglǐ,量词,语法功能词,kilometer,HSK 2.0 Level 4
741,工具,gōngjù,名词,科技与环境,tool; instrument,HSK 2.0 Level 4
742,工资,gōngzī,名词,职场与教育,salary; wages,HSK 2.0 Level 4
743,共同,gòngtóng,形容词,人际交往,common; shared,HSK 2.0 Level 4
744,够,gòu,动词,消费与休闲,to be enough; sufficient,HSK 2.0 Level 4
745,购物,gòuwù,动词,消费与休闲,to go shopping,HSK 2.0 Level 4
746,孤单,gūdān,形容词,日常生活与情感,lonely; solitary,HSK 2.0 Level 4
747,估计,gūjì,动词,日常生活与情感,to estimate; to reckon,HSK 2.0 Level 4
748,鼓励,gǔlì,动词,人际交往,to encourage; to urge,HSK 2.0 Level 4
749,鼓掌,gǔzhǎng,动词,消费与休闲,to applaud; to clap,HSK 2.0 Level 4
750,顾客,gùkè,名词,消费与休闲,customer; client,HSK 2.0 Level 4
751,故意,gùyì,副词,语法功能词,intentionally; on purpose,HSK 2.0 Level 4
752,挂,guà,动词,日常生活与情感,to hang; to put up,HSK 2.0 Level 4
753,关键,guānjiàn,名词,语法功能词,key point; crucial; key,HSK 2.0 Level 4
754,观众,guānzhòng,名词,消费与休闲,audience; spectator,HSK 2.0 Level 4
755,管理,guǎnlǐ,动词,职场与教育,to manage; to administer,HSK 2.0 Level 4
756,光,guāng,名词,科技与环境,light; ray; only,HSK 2.0 Level 4
757,广播,guǎngbō,名词,科技与环境,broadcast; radio program,HSK 2.0 Level 4
758,广告,guǎnggào,名词,消费与休闲,advertisement; ad,HSK 2.0 Level 4
759,逛,guàng,动词,消费与休闲,to stroll; to wander,HSK 2.0 Level 4
760,规定,guīdìng,名词,职场与教育,regulation; rule; to stipulate,HSK 2.0 Level 4
761,国际,guójì,形容词,旅行与交通,international,HSK 2.0 Level 4
762,果然,guǒrán,副词,语法功能词,as expected; sure enough,HSK 2.0 Level 4
763,过程,guòchéng,名词,语法功能词,process; course of events,HSK 2.0 Level 4
764,海洋,hǎiyáng,名词,科技与环境,ocean; sea,HSK 2.0 Level 4
765,害羞,hàixiū,形容词,日常生活与情感,shy; bashful,HSK 2.0 Level 4
766,寒假,hánjià,名词,职场与教育,winter vacation,HSK 2.0 Level 4
767,汗,hàn,名词,健康与运动,sweat; perspiration,HSK 2.0 Level 4
768,航班,hángbān,名词,旅行与交通,scheduled flight; flight,HSK 2.0 Level 4
769,好处,hǎochu,名词,日常生活与情感,benefit; advantage,HSK 2.0 Level 4
770,好像,hǎoxiàng,副词,语法功能词,as if; to seem like,HSK 2.0 Level 4
771,号码,hàomǎ,名词,科技与环境,number,HSK 2.0 Level 4
772,合格,hégé,形容词,职场与教育,qualified; up to standard,HSK 2.0 Level 4
773,合适,héshì,形容词,日常生活与情感,suitable; fitting,HSK 2.0 Level 4
774,盒子,hézi,名词,日常生活与情感,box; case,HSK 2.0 Level 4
775,猴子,hóuzi,名词,科技与环境,monkey,HSK 2.0 Level 4
776,厚,hòu,形容词,日常生活与情感,thick,HSK 2.0 Level 4
777,后悔,hòuhuǐ,动词,日常生活与情感,to regret,HSK 2.0 Level 4
778,后来,hòulái,名词,日常生活与情感,afterwards; later on,HSK 2.0 Level 4
779,忽然,hūrán,副词,语法功能词,suddenly; all of a sudden,HSK 2.0 Level 4
780,护士,hùshi,名词,健康与运动,nurse,HSK 2.0 Level 4
781,互相,hùxiāng,副词,语法功能词,mutually; each other,HSK 2.0 Level 4
782,怀疑,huáiyí,动词,日常生活与情感,to doubt; to suspect,HSK 2.0 Level 4
783,回忆,huíyì,动词,日常生活与情感,to recall; to remember; memory,HSK 2.0 Level 4
784,活动,huódòng,名词,健康与运动,activity; event,HSK 2.0 Level 4
785,活泼,huópō,形容词,日常生活与情感,lively; active; vivacious,HSK 2.0 Level 4
786,火,huǒ,形容词,日常生活与情感,angry; popular; fire,HSK 2.0 Level 4
787,获得,huòdé,动词,职场与教育,to obtain; to acquire; to win,HSK 2.0 Level 4
788,基础,jīchǔ,名词,职场与教育,foundation; base; basis,HSK 2.0 Level 4
789,激动,jīdòng,形容词,日常生活与情感,excited; thrilled,HSK 2.0 Level 4
790,积极,jījí,形容词,职场与教育,positive; active; enthusiastic,HSK 2.0 Level 4
791,积累,jīlěi,动词,职场与教育,to accumulate; accumulation,HSK 2.0 Level 4
792,极其,jíqí,副词,语法功能词,extremely; exceedingly,HSK 2.0 Level 4
793,集合,jíhé,动词,人际交往,to gather; to assemble,HSK 2.0 Level 4
794,及时,jíshí,形容词,日常生活与情感,timely; in time; promptly,HSK 2.0 Level 4
795,即使,jíshǐ,连词,语法功能词,even if; even though,HSK 2.0 Level 4
796,寄,jì,动词,人际交往,to mail; to post; to send,HSK 2.0 Level 4
797,记者,jìzhě,名词,职场与教育,reporter; journalist,HSK 2.0 Level 4
798,计划,jìhuà,动词,职场与教育,to plan; project,HSK 2.0 Level 4
799,既然,jìrán,连词,语法功能词,since; as; now that,HSK 2.0 Level 4
800,技术,jìshù,名词,科技与环境,technology; skill,HSK 2.0 Level 4
801,继续,jìxù,动词,职场与教育,to continue; to go on,HSK 2.0 Level 4
802,家具,jiājù,名词,日常生活与情感,furniture,HSK 2.0 Level 4
803,加班,jiābān,动词,职场与教育,to work overtime,HSK 2.0 Level 4
804,加油站,jiāyóuzhàn,名词,旅行与交通,gas station; petrol station,HSK 2.0 Level 4
805,假,jiǎ,形容词,日常生活与情感,false; fake; artificial,HSK 2.0 Level 4
806,价格,jiàgé,名词,消费与休闲,price,HSK 2.0 Level 4
807,坚持,jiānchí,动词,职场与教育,to persist; to insist on,HSK 2.0 Level 4
808,减肥,jiǎnféi,动词,健康与运动,to lose weight,HSK 2.0 Level 4
809,减少,jiǎnshǎo,动词,科技与环境,to reduce; to decrease,HSK 2.0 Level 4
810,将来,jiānglái,名词,日常生活与情感,future,HSK 2.0 Level 4
811,奖金,jiǎngjīn,名词,职场与教育,bonus; award money,HSK 2.0 Level 4
812,降低,jiàngdī,动词,科技与环境,to lower; to reduce; to decrease,HSK 2.0 Level 4
813,交,jiāo,动词,人际交往,to hand over; to make (friends),HSK 2.0 Level 4
814,交流,jiāoliú,动词,人际交往,to communicate; to exchange (ideas),HSK 2.0 Level 4
815,交通,jiāotōng,名词,旅行与交通,traffic; transportation,HSK 2.0 Level 4
816,骄傲,jiāo'ào,形容词,日常生活与情感,proud; arrogant,HSK 2.0 Level 4
817,饺子,jiǎozi,名词,日常生活与情感,dumpling,HSK 2.0 Level 4
818,教授,jiàoshòu,名词,职场与教育,professor,HSK 2.0 Level 4
819,教育,jiàoyù,名词,职场与教育,education; to educate,HSK 2.0 Level 4
820,接受,jiēshòu,动词,人际交往,to accept; to receive,HSK 2.0 Level 4
821,结果,jiéguǒ,名词,语法功能词,result; outcome,HSK 2.0 Level 4
822,节约,jiéyuē,动词,科技与环境,to save; to economize,HSK 2.0 Level 4
823,解释,jiěshì,动词,职场与教育,to explain; to interpret,HSK 2.0 Level 4
824,尽管,jǐnguǎn,连词,语法功能词,although; even though; feel free to,HSK 2.0 Level 4
825,紧张,jǐnzhāng,形容词,日常生活与情感,nervous; tense,HSK 2.0 Level 4
826,进行,jìnxíng,动词,职场与教育,to carry out; to conduct,HSK 2.0 Level 4
827,禁止,jìnzhǐ,动词,语法功能词,to forbid; to prohibit,HSK 2.0 Level 4
828,精彩,jīngcǎi,形容词,消费与休闲,wonderful; splendid; brilliant,HSK 2.0 Level 4
829,精神,jīngshén,名词,健康与运动,spirit; mind; energy,HSK 2.0 Level 4
830,经济,jīngjì,名词,职场与教育,economy; economics,HSK 2.0 Level 4
831,经历,jīnglì,动词,日常生活与情感,to experience; experience,HSK 2.0 Level 4
832,经验,jīngyàn,名词,职场与教育,experience,HSK 2.0 Level 4
833,京剧,jīngjù,名词,消费与休闲,Beijing Opera,HSK 2.0 Level 4
834,警察,jǐngchá,名词,日常生活与情感,police; policeman,HSK 2.0 Level 4
835,竟然,jìngrán,副词,语法功能词,unexpectedly; to one's surprise,HSK 2.0 Level 4
836,竞争,jìngzhēng,动词,职场与教育,to compete; competition,HSK 2.0 Level 4
837,镜子,jìngzi,名词,日常生活与情感,mirror,HSK 2.0 Level 4
838,究竟,jiūjìng,副词,语法功能词,after all; exactly; actually,HSK 2.0 Level 4
839,举办,jǔbàn,动词,职场与教育,to hold; to run (an event),HSK 2.0 Level 4
840,拒绝,jùjué,动词,人际交往,to refuse; to decline,HSK 2.0 Level 4
841,距离,jùlí,名词,旅行与交通,distance; to be at a distance from,HSK 2.0 Level 4
842,开玩笑,kāi wánxiào,动词,人际交往,to joke; to make fun of,HSK 2.0 Level 4
843,看法,kànfǎ,名词,日常生活与情感,view; opinion; point of view,HSK 2.0 Level 4
844,考虑,kǎolǜ,动词,职场与教育,to consider; to think over,HSK 2.0 Level 4
845,棵,kē,量词,语法功能词,measure word for trees or plants,HSK 2.0 Level 4
846,科学,kēxué,名词,科技与环境,science; scientific,HSK 2.0 Level 4
847,咳嗽,késou,动词,健康与运动,to cough,HSK 2.0 Level 4
848,可怜,kělián,形容词,日常生活与情感,pitiful; pathetic,HSK 2.0 Level 4
849,可是,kěshì,连词,语法功能词,but; however,HSK 2.0 Level 4
850,可惜,kěxī,形容词,日常生活与情感,it is a pity; regrettable,HSK 2.0 Level 4
851,肯定,kěndìng,副词,语法功能词,certainly; definitely; to confirm,HSK 2.0 Level 4
852,空气,kōngqì,名词,科技与环境,air,HSK 2.0 Level 4
853,恐怕,kǒngpà,副词,语法功能词,perhaps; I am afraid that,HSK 2.0 Level 4
854,苦,kǔ,形容词,日常生活与情感,bitter; miserable,HSK 2.0 Level 4
855,宽,kuān,形容词,日常生活与情感,wide; broad,HSK 2.0 Level 4
856,困,kùn,形容词,健康与运动,sleepy; tired,HSK 2.0 Level 4
857,困难,kùnnan,名词,职场与教育,difficulty; difficult,HSK 2.0 Level 4
858,扩大,kuòdà,动词,科技与环境,to expand; to enlarge,HSK 2.0 Level 4
859,拉,lā,动词,日常生活与情感,to pull; to drag,HSK 2.0 Level 4
860,垃圾桶,lājītǒng,名词,科技与环境,trash can; dustbin,HSK 2.0 Level 4
861,辣,là,形容词,日常生活与情感,spicy; hot,HSK 2.0 Level 4
862,来不及,láibují,动词,旅行与交通,there is not enough time to; too late,HSK 2.0 Level 4
863,来得及,láidejí,动词,旅行与交通,there is still time to; can make it,HSK 2.0 Level 4
864,懒,lǎn,形容词,日常生活与情感,lazy,HSK 2.0 Level 4
865,浪费,làngfèi,动词,消费与休闲,to waste; to squander,HSK 2.0 Level 4
866,浪漫,làngmàn,形容词,日常生活与情感,romantic,HSK 2.0 Level 4
867,老虎,lǎohǔ,名词,科技与环境,tiger,HSK 2.0 Level 4
868,冷静,lěngjìng,形容词,日常生活与情感,calm; cool-headed,HSK 2.0 Level 4
869,理发,lǐfà,动词,日常生活与情感,to get a haircut; hairdressing,HSK 2.0 Level 4
870,理解,lǐjiě,动词,人际交往,to understand; to comprehend,HSK 2.0 Level 4
871,理想,lǐxiǎng,名词,职场与教育,ideal; aspiration,HSK 2.0 Level 4
872,礼貌,lǐmào,名词,人际交往,politeness; manners; polite,HSK 2.0 Level 4
873,厉害,lìhai,形容词,日常生活与情感,severe; terrible; awesome,HSK 2.0 Level 4
874,力气,lìqi,名词,健康与运动,strength; physical strength,HSK 2.0 Level 4
875,例如,lìrú,动词,语法功能词,for example; for instance,HSK 2.0 Level 4
876,俩,liǎ,数词,语法功能词,two; both,HSK 2.0 Level 4
877,连,lián,介词,语法功能词,even; to connect,HSK 2.0 Level 4
878,联系,liánxì,动词,人际交往,to contact; to get in touch with,HSK 2.0 Level 4
879,凉快,liángkuai,形容词,科技与环境,cool; pleasantly cool,HSK 2.0 Level 4
880,亮,liàng,形容词,科技与环境,bright; light; to shine,HSK 2.0 Level 4
881,聊天,liáotiān,动词,人际交往,to chat; to gossip,HSK 2.0 Level 4
882,另外,lìngwài,代词,语法功能词,besides; in addition; other,HSK 2.0 Level 4
883,留,liú,动词,旅行与交通,to stay; to remain; to keep,HSK 2.0 Level 4
884,留学,liúxué,动词,职场与教育,to study abroad,HSK 2.0 Level 4
885,流泪,liúlèi,动词,日常生活与情感,to shed tears; to cry,HSK 2.0 Level 4
886,流利,liúlì,形容词,职场与教育,fluent,HSK 2.0 Level 4
887,流行,liúxíng,形容词,消费与休闲,popular; fashionable,HSK 2.0 Level 4
888,乱,luàn,形容词,日常生活与情感,messy; chaotic; in a mess,HSK 2.0 Level 4
889,律师,lǜshī,名词,职场与教育,lawyer,HSK 2.0 Level 4
890,麻烦,máfan,形容词,日常生活与情感,troublesome; to trouble,HSK 2.0 Level 4
891,马虎,mǎhu,形容词,职场与教育,careless; sloppy,HSK 2.0 Level 4
892,满,mǎn,形容词,日常生活与情感,full; packed,HSK 2.0 Level 4
893,毛巾,máojīn,名词,日常生活与情感,towel,HSK 2.0 Level 4
894,美丽,měilì,形容词,科技与环境,beautiful; lovely,HSK 2.0 Level 4
895,梦,mèng,名词,日常生活与情感,dream,HSK 2.0 Level 4
896,密码,mìmǎ,名词,科技与环境,password; pin number,HSK 2.0 Level 4
897,免费,miǎnfèi,形容词,消费与休闲,free of charge; free,HSK 2.0 Level 4
898,民族,mínzú,名词,人际交往,nation; nationality; ethnic group,HSK 2.0 Level 4
899,母亲,mǔqīn,名词,日常生活与情感,mother,HSK 2.0 Level 4
900,目的,mùdì,名词,职场与教育,purpose; aim; goal,HSK 2.0 Level 4
901,耐心,nàixīn,名词,人际交往,patience; patient,HSK 2.0 Level 4
902,难道,nándào,副词,语法功能词,could it be that; (rhetorical question marker),HSK 2.0 Level 4
903,难受,nánshòu,形容词,健康与运动,uncomfortable; feeling unwell,HSK 2.0 Level 4
904,内,nèi,名词,语法功能词,inside; within,HSK 2.0 Level 4
905,内容,nèiróng,名词,职场与教育,content; substance,HSK 2.0 Level 4
906,能力,nénglì,名词,职场与教育,ability; capability,HSK 2.0 Level 4
907,年龄,niánlíng,名词,日常生活与情感,age,HSK 2.0 Level 4
908,农村,nóngcūn,名词,科技与环境,countryside; rural area,HSK 2.0 Level 4
909,弄,nòng,动词,日常生活与情感,to do; to make; to manage,HSK 2.0 Level 4
910,暖和,nuǎnhuo,形容词,科技与环境,warm; cozy,HSK 2.0 Level 4
911,偶尔,ǒu'ěr,副词,语法功能词,occasionally; once in a while,HSK 2.0 Level 4
912,排列,páiliè,动词,职场与教育,to arrange; to align; permutation,HSK 2.0 Level 4
913,判断,pànduàn,动词,职场与教育,to judge; to decide; judgment,HSK 2.0 Level 4
914,陪,péi,动词,人际交往,to accompany; to keep company,HSK 2.0 Level 4
915,批评,pīpíng,动词,职场与教育,to criticize; criticism,HSK 2.0 Level 4
916,皮肤,pífū,名词,健康与运动,skin,HSK 2.0 Level 4
917,脾气,píqi,名词,日常生活与情感,temper; disposition,HSK 2.0 Level 4
918,篇,piān,量词,语法功能词,"measure word for articles, essays, or sheets",HSK 2.0 Level 4
919,骗,piàn,动词,人际交往,to cheat; to deceive; to fool,HSK 2.0 Level 4
920,乒乓球,pīngpāngqiú,名词,健康与运动,table tennis; ping-pong,HSK 2.0 Level 4
921,平时,píngshí,名词,日常生活与情感,ordinarily; in normal times,HSK 2.0 Level 4
922,瓶子,píngzi,名词,日常生活与情感,bottle; flask,HSK 2.0 Level 4
923,破,pò,形容词,日常生活与情感,broken; torn; damaged,HSK 2.0 Level 4
924,普遍,pǔbiàn,形容词,科技与环境,common; universal; general,HSK 2.0 Level 4
925,其次,qícì,代词,语法功能词,secondly; next,HSK 2.0 Level 4
926,其中,qízhōng,代词,语法功能词,among which; in which; of which,HSK 2.0 Level 4
927,起飞,qǐfēi,动词,旅行与交通,to take off (airplane),HSK 2.0 Level 4
928,起来,qǐlái,动词,语法功能词,to stand up; (indicating start or upward movement),HSK 2.0 Level 4
929,气候,qìhòu,名词,科技与环境,climate,HSK 2.0 Level 4
930,千万,qiānwàn,副词,语法功能词,by all means; must; ten million,HSK 2.0 Level 4
931,签证,qiānzhèng,名词,旅行与交通,visa,HSK 2.0 Level 4
932,墙,qiáng,名词,日常生活与情感,wall,HSK 2.0 Level 4
933,敲,qiāo,动词,日常生活与情感,to knock; to beat; to strike,HSK 2.0 Level 4
934,桥,qiáo,名词,旅行与交通,bridge,HSK 2.0 Level 4
935,巧克力,qiǎokèlì,名词,日常生活与情感,chocolate,HSK 2.0 Level 4
936,亲戚,qīnqi,名词,人际交往,relative; relation,HSK 2.0 Level 4
937,轻,qīng,形容词,日常生活与情感,light (weight); gentle,HSK 2.0 Level 4
938,轻松,qīngsōng,形容词,健康与运动,relaxed; easy,HSK 2.0 Level 4
939,情况,qíngkuàng,名词,日常生活与情感,situation; condition; state,HSK 2.0 Level 4
940,请假,qǐngjià,动词,职场与教育,to ask for leave,HSK 2.0 Level 4
941,请客,qǐngkè,动词,消费与休闲,to stand treat; to invite guests,HSK 2.0 Level 4
942,穷,qióng,形容词,消费与休闲,poor; impoverished,HSK 2.0 Level 4
943,区别,qūbié,名词,职场与教育,difference; to distinguish,HSK 2.0 Level 4
944,取,qǔ,动词,消费与休闲,to take; to fetch; to get,HSK 2.0 Level 4
945,全部,quánbù,形容词,语法功能词,all; whole; entire,HSK 2.0 Level 4
946,缺点,quēdiǎn,名词,日常生活与情感,shortcoming; weakness; flaw,HSK 2.0 Level 4
947,缺少,quēshǎo,动词,日常生活与情感,to lack; to be short of,HSK 2.0 Level 4
948,却,què,副词,语法功能词,but; yet; however,HSK 2.0 Level 4
949,确实,quèshí,副词,语法功能词,indeed; really; truly,HSK 2.0 Level 4
950,群,qún,量词,语法功能词,group; crowd; flock,HSK 2.0 Level 4
951,然而,rán'ér,连词,语法功能词,however; yet; but,HSK 2.0 Level 4
952,热闹,rènao,形容词,消费与休闲,lively; bustling; bustling with noise,HSK 2.0 Level 4
953,人民币,rénmínbì,名词,消费与休闲,Renminbi; RMB,HSK 2.0 Level 4
954,任何,rènhé,代词,语法功能词,any; whichever; whatever,HSK 2.0 Level 4
955,任务,rènwu,名词,职场与教育,task; mission; assignment,HSK 2.0 Level 4
956,扔,rēng,动词,科技与环境,to throw; to toss,HSK 2.0 Level 4
957,仍然,réngrán,副词,语法功能词,still; yet,HSK 2.0 Level 4
958,日记,rìjì,名词,日常生活与情感,diary; journal,HSK 2.0 Level 4
959,入口,rùkǒu,名词,旅行与交通,entrance,HSK 2.0 Level 4
960,软,ruǎn,形容词,日常生活与情感,soft; flexible,HSK 2.0 Level 4
961,散步,sànbù,动词,健康与运动,to take a walk; to stroll,HSK 2.0 Level 4
962,森林,sēnlín,名词,科技与环境,forest,HSK 2.0 Level 4
963,沙发,shāfā,名词,日常生活与情感,sofa; couch,HSK 2.0 Level 4
964,商量,shāngliang,动词,人际交往,to discuss; to consult,HSK 2.0 Level 4
965,伤心,shāngxīn,形容词,日常生活与情感,sad; broken-hearted,HSK 2.0 Level 4
966,稍微,shāowēi,副词,语法功能词,slightly; a little bit,HSK 2.0 Level 4
967,社会,shèhuì,名词,人际交往,society,HSK 2.0 Level 4
968,深,shēn,形容词,日常生活与情感,deep; dark (color),HSK 2.0 Level 4
969,申请,shēnqǐng,动词,职场与教育,to apply for; application,HSK 2.0 Level 4
970,甚至,shènzhì,副词,语法功能词,even; so far as to,HSK 2.0 Level 4
971,生活,shēnghuó,名词,日常生活与情感,life; lifestyle; to live,HSK 2.0 Level 4
972,生命,shēngmìng,名词,科技与环境,life; lifespan,HSK 2.0 Level 4
973,省,shěng,名词,旅行与交通,province; to save,HSK 2.0 Level 4
974,剩,shèng,动词,日常生活与情感,to remain; to be left over,HSK 2.0 Level 4
975,失败,shībài,动词,职场与教育,to fail; failure,HSK 2.0 Level 4
976,失望,shīwàng,形容词,日常生活与情感,disappointed,HSK 2.0 Level 4
977,师傅,shīfu,名词,人际交往,master worker; master; driver,HSK 2.0 Level 4
978,湿润,shīrùn,形容词,科技与环境,moist; humid; damp,HSK 2.0 Level 4
979,狮子,shīzi,名词,科技与环境,lion,HSK 2.0 Level 4
980,十分,shífēn,副词,语法功能词,extremely; very; fully,HSK 2.0 Level 4
981,实际,shíjì,名词,日常生活与情感,reality; practice; practical,HSK 2.0 Level 4
982,实在,shízài,副词,语法功能词,indeed; really; honest,HSK 2.0 Level 4
983,食品,shípǐn,名词,日常生活与情感,food; foodstuff,HSK 2.0 Level 4
984,使用,shǐyòng,动词,科技与环境,to use; to employ; to apply,HSK 2.0 Level 4
985,试,shì,动词,职场与教育,to try; to test,HSK 2.0 Level 4
986,市场,shìchǎng,名词,消费与休闲,market; marketplace,HSK 2.0 Level 4
987,适合,shìhé,动词,日常生活与情感,to suit; to fit,HSK 2.0 Level 4
988,适应,shìyìng,动词,日常生活与情感,to adapt to; to adjust to,HSK 2.0 Level 4
989,世纪,shìjì,名词,科技与环境,century,HSK 2.0 Level 4
990,收,shōu,动词,人际交往,to receive; to accept; to collect,HSK 2.0 Level 4
991,收入,shōurù,名词,职场与教育,income; revenue,HSK 2.0 Level 4
992,收拾,shōushi,动词,日常生活与情感,to tidy up; to pack,HSK 2.0 Level 4
993,首都,shǒudū,名词,旅行与交通,capital (city),HSK 2.0 Level 4
994,首先,shǒuxiān,副词,语法功能词,first of all; firstly,HSK 2.0 Level 4
995,受不了,shòubuliǎo,动词,日常生活与情感,cannot stand; unbearable,HSK 2.0 Level 4
996,受到,shòudào,动词,人际交往,to receive; to suffer; to obtain,HSK 2.0 Level 4
997,售货员,shòuhuòyuán,名词,消费与休闲,salesperson; shop assistant,HSK 2.0 Level 4
998,输,shū,动词,健康与运动,to lose; to be defeated,HSK 2.0 Level 4
999,熟悉,shúxī,动词,人际交往,to be familiar with; to know well,HSK 2.0 Level 4
1000,数量,shùliàng,名词,语法功能词,quantity; amount,HSK 2.0 Level 4
1001,数字,shùzì,名词,职场与教育,number; numeral; digit,HSK 2.0 Level 4
1002,帅,shuài,形容词,日常生活与情感,handsome; smart; cool,HSK 2.0 Level 4
1003,顺便,shùnbiàn,副词,语法功能词,by the way; in passing; conveniently,HSK 2.0 Level 4
1004,顺利,shùnlì,形容词,职场与教育,smoothly; successful; without a hitch,HSK 2.0 Level 4
1005,顺序,shùnxù,名词,职场与教育,order; sequence,HSK 2.0 Level 4
1006,说明,shuōmíng,动词,职场与教育,to explain; to illustrate; explanation,HSK 2.0 Level 4
1007,硕士,shuòshì,名词,职场与教育,master's degree; master,HSK 2.0 Level 4
1008,死,sǐ,动词,日常生活与情感,to die; dead,HSK 2.0 Level 4
1009,速度,sùdù,名词,科技与环境,speed; velocity,HSK 2.0 Level 4
1010,塑料袋,sùliàodài,名词,科技与环境,plastic bag,HSK 2.0 Level 4
1011,酸,suān,形容词,日常生活与情感,sour; tart; sore,HSK 2.0 Level 4
1012,算,suàn,动词,日常生活与情感,to calculate; to count as; to plan,HSK 2.0 Level 4
1013,随便,suíbiàn,形容词,人际交往,casual; careless; do as one pleases,HSK 2.0 Level 4
1014,随着,suízhe,介词,语法功能词,along with; in the wake of; following,HSK 2.0 Level 4
1015,孙子,sūnzi,名词,日常生活与情感,grandson,HSK 2.0 Level 4
1016,所有,suǒyǒu,形容词,语法功能词,all; every; entire,HSK 2.0 Level 4
1017,台,tái,量词,语法功能词,measure word for machines or performances,HSK 2.0 Level 4
1018,抬,tái,动词,日常生活与情感,to lift; to raise; to carry,HSK 2.0 Level 4
1019,态度,tàidu,名词,人际交往,attitude; bearing; manner,HSK 2.0 Level 4
1020,谈,tán,动词,人际交往,to talk; to discuss; to chat,HSK 2.0 Level 4
1021,弹钢琴,tán gāngqín,动词,消费与休闲,to play the piano,HSK 2.0 Level 4
1022,汤,tāng,名词,日常生活与情感,soup; broth,HSK 2.0 Level 4
1023,躺,tǎng,动词,日常生活与情感,to lie down; to recline,HSK 2.0 Level 4
1024,趟,tàng,量词,语法功能词,measure word for trips or times,HSK 2.0 Level 4
1025,讨论,tǎolùn,动词,职场与教育,to discuss; to talk over; discussion,HSK 2.0 Level 4
1026,讨厌,tǎoyàn,动词,日常生活与情感,to dislike; to loathe; annoying,HSK 2.0 Level 4
1027,特点,tèdiǎn,名词,日常生活与情感,characteristic; feature; trait,HSK 2.0 Level 4
1028,提供,tígōng,动词,职场与教育,to provide; to supply; to offer,HSK 2.0 Level 4
1029,提前,tíqián,动词,职场与教育,to shift to an earlier date; in advance,HSK 2.0 Level 4
1030,提醒,tíxǐng,动词,人际交往,to remind; to warn,HSK 2.0 Level 4
1031,填空,tiánkòng,动词,职场与教育,to fill in the blanks,HSK 2.0 Level 4
1032,条件,tiáojiàn,名词,职场与教育,condition; term; qualification,HSK 2.0 Level 4
